model,attempt,temperature,top_p,prompt,results,baseline,score
gpt-4o-mini-2024-07-18,18,1.9,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: AMPOLA SKAFE 12 EM 1 C/24,,A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'AMPOLA SKAFE 12 EM 1 C/24' é Preparações capilares.   - Outras,
gpt-4o-mini-2024-07-18,18,1.9,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: AMPOLA SKAFE 12 EM 1 C/24,,A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'AMPOLA SKAFE 12 EM 1 C/24' é Preparações capilares.   - Outras,
gpt-4o-mini-2024-07-18,19,0.1,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: PF SAB LIQ GRANADO BEBE TRAD 250ML UN/0001/UN,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'PF SAB LIQ GRANADO BEBE TRAD 250ML UN/0001/UN' é Sabões; produtos e preparações orgânicos tensoativos utilizados como sabão, em barras, pães, pedaços ou figuras moldadas, mesmo que contenham sabão; produtos e preparações orgânicos tensoativos para lavagem da pele, em forma de líquido ou de creme, acondi  - Sabões sob outras formas De toucador",
gpt-4o-mini-2024-07-18,19,0.1,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: PF SAB LIQ GRANADO BEBE TRAD 250ML UN/0001/UN,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'PF SAB LIQ GRANADO BEBE TRAD 250ML UN/0001/UN' é Sabões; produtos e preparações orgânicos tensoativos utilizados como sabão, em barras, pães, pedaços ou figuras moldadas, mesmo que contenham sabão; produtos e preparações orgânicos tensoativos para lavagem da pele, em forma de líquido ou de creme, acondi  - Sabões sob outras formas De toucador",
gpt-4o-mini-2024-07-18,19,0.1,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: PF SAB LIQ GRANADO BEBE TRAD 250ML UN/0001/UN,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'PF SAB LIQ GRANADO BEBE TRAD 250ML UN/0001/UN' é Sabões; produtos e preparações orgânicos tensoativos utilizados como sabão, em barras, pães, pedaços ou figuras moldadas, mesmo que contenham sabão; produtos e preparações orgânicos tensoativos para lavagem da pele, em forma de líquido ou de creme, acondi  - Sabões sob outras formas De toucador",
gpt-4o-mini-2024-07-18,19,1.0,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: PF SAB LIQ GRANADO BEBE TRAD 250ML UN/0001/UN,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'PF SAB LIQ GRANADO BEBE TRAD 250ML UN/0001/UN' é Sabões; produtos e preparações orgânicos tensoativos utilizados como sabão, em barras, pães, pedaços ou figuras moldadas, mesmo que contenham sabão; produtos e preparações orgânicos tensoativos para lavagem da pele, em forma de líquido ou de creme, acondi  - Sabões sob outras formas De toucador",
gpt-4o-mini-2024-07-18,19,1.0,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: PF SAB LIQ GRANADO BEBE TRAD 250ML UN/0001/UN,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'PF SAB LIQ GRANADO BEBE TRAD 250ML UN/0001/UN' é Sabões; produtos e preparações orgânicos tensoativos utilizados como sabão, em barras, pães, pedaços ou figuras moldadas, mesmo que contenham sabão; produtos e preparações orgânicos tensoativos para lavagem da pele, em forma de líquido ou de creme, acondi  - Sabões sob outras formas De toucador",
gpt-4o-mini-2024-07-18,19,1.0,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: PF SAB LIQ GRANADO BEBE TRAD 250ML UN/0001/UN,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'PF SAB LIQ GRANADO BEBE TRAD 250ML UN/0001/UN' é Sabões; produtos e preparações orgânicos tensoativos utilizados como sabão, em barras, pães, pedaços ou figuras moldadas, mesmo que contenham sabão; produtos e preparações orgânicos tensoativos para lavagem da pele, em forma de líquido ou de creme, acondi  - Sabões sob outras formas De toucador",
gpt-4o-mini-2024-07-18,19,1.9,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: PF SAB LIQ GRANADO BEBE TRAD 250ML UN/0001/UN,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'PF SAB LIQ GRANADO BEBE TRAD 250ML UN/0001/UN' é Sabões; produtos e preparações orgânicos tensoativos utilizados como sabão, em barras, pães, pedaços ou figuras moldadas, mesmo que contenham sabão; produtos e preparações orgânicos tensoativos para lavagem da pele, em forma de líquido ou de creme, acondi  - Sabões sob outras formas De toucador",
gpt-4o-mini-2024-07-18,19,1.9,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: PF SAB LIQ GRANADO BEBE TRAD 250ML UN/0001/UN,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'PF SAB LIQ GRANADO BEBE TRAD 250ML UN/0001/UN' é Sabões; produtos e preparações orgânicos tensoativos utilizados como sabão, em barras, pães, pedaços ou figuras moldadas, mesmo que contenham sabão; produtos e preparações orgânicos tensoativos para lavagem da pele, em forma de líquido ou de creme, acondi  - Sabões sob outras formas De toucador",
gpt-4o-mini-2024-07-18,19,1.9,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: PF SAB LIQ GRANADO BEBE TRAD 250ML UN/0001/UN,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'PF SAB LIQ GRANADO BEBE TRAD 250ML UN/0001/UN' é Sabões; produtos e preparações orgânicos tensoativos utilizados como sabão, em barras, pães, pedaços ou figuras moldadas, mesmo que contenham sabão; produtos e preparações orgânicos tensoativos para lavagem da pele, em forma de líquido ou de creme, acondi  - Sabões sob outras formas De toucador",
gpt-4o-mini-2024-07-18,20,0.1,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: PAPEL TOALHA MULTIUSO CHEF FD/0012/UN,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'PAPEL TOALHA MULTIUSO CHEF FD/0012/UN' é Papel higiênico e papéis semelhantes, pasta (ouate) de celulose ou mantas de fibras de celulose, dos tipos utilizados para fins domésticos ou sanitários, em rolos de largura não superior a 36 cm, ou cortados em formas próprias; lenços, incluindo os de des   - Lenços, incluindo os de desmaquiar, e toalhas de mão",
gpt-4o-mini-2024-07-18,20,0.1,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: PAPEL TOALHA MULTIUSO CHEF FD/0012/UN,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'PAPEL TOALHA MULTIUSO CHEF FD/0012/UN' é Papel higiênico e papéis semelhantes, pasta (ouate) de celulose ou mantas de fibras de celulose, dos tipos utilizados para fins domésticos ou sanitários, em rolos de largura não superior a 36 cm, ou cortados em formas próprias; lenços, incluindo os de des   - Lenços, incluindo os de desmaquiar, e toalhas de mão",
gpt-4o-mini-2024-07-18,20,0.1,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: PAPEL TOALHA MULTIUSO CHEF FD/0012/UN,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'PAPEL TOALHA MULTIUSO CHEF FD/0012/UN' é Papel higiênico e papéis semelhantes, pasta (ouate) de celulose ou mantas de fibras de celulose, dos tipos utilizados para fins domésticos ou sanitários, em rolos de largura não superior a 36 cm, ou cortados em formas próprias; lenços, incluindo os de des   - Lenços, incluindo os de desmaquiar, e toalhas de mão",
gpt-4o-mini-2024-07-18,20,1.0,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: PAPEL TOALHA MULTIUSO CHEF FD/0012/UN,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'PAPEL TOALHA MULTIUSO CHEF FD/0012/UN' é Papel higiênico e papéis semelhantes, pasta (ouate) de celulose ou mantas de fibras de celulose, dos tipos utilizados para fins domésticos ou sanitários, em rolos de largura não superior a 36 cm, ou cortados em formas próprias; lenços, incluindo os de des   - Lenços, incluindo os de desmaquiar, e toalhas de mão",
gpt-4o-mini-2024-07-18,20,1.0,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: PAPEL TOALHA MULTIUSO CHEF FD/0012/UN,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'PAPEL TOALHA MULTIUSO CHEF FD/0012/UN' é Papel higiênico e papéis semelhantes, pasta (ouate) de celulose ou mantas de fibras de celulose, dos tipos utilizados para fins domésticos ou sanitários, em rolos de largura não superior a 36 cm, ou cortados em formas próprias; lenços, incluindo os de des   - Lenços, incluindo os de desmaquiar, e toalhas de mão",
gpt-4o-mini-2024-07-18,20,1.0,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: PAPEL TOALHA MULTIUSO CHEF FD/0012/UN,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'PAPEL TOALHA MULTIUSO CHEF FD/0012/UN' é Papel higiênico e papéis semelhantes, pasta (ouate) de celulose ou mantas de fibras de celulose, dos tipos utilizados para fins domésticos ou sanitários, em rolos de largura não superior a 36 cm, ou cortados em formas próprias; lenços, incluindo os de des   - Lenços, incluindo os de desmaquiar, e toalhas de mão",
gpt-4o-mini-2024-07-18,20,1.9,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: PAPEL TOALHA MULTIUSO CHEF FD/0012/UN,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'PAPEL TOALHA MULTIUSO CHEF FD/0012/UN' é Papel higiênico e papéis semelhantes, pasta (ouate) de celulose ou mantas de fibras de celulose, dos tipos utilizados para fins domésticos ou sanitários, em rolos de largura não superior a 36 cm, ou cortados em formas próprias; lenços, incluindo os de des   - Lenços, incluindo os de desmaquiar, e toalhas de mão",
gpt-4o-mini-2024-07-18,20,1.9,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: PAPEL TOALHA MULTIUSO CHEF FD/0012/UN,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'PAPEL TOALHA MULTIUSO CHEF FD/0012/UN' é Papel higiênico e papéis semelhantes, pasta (ouate) de celulose ou mantas de fibras de celulose, dos tipos utilizados para fins domésticos ou sanitários, em rolos de largura não superior a 36 cm, ou cortados em formas próprias; lenços, incluindo os de des   - Lenços, incluindo os de desmaquiar, e toalhas de mão",
gpt-4o-mini-2024-07-18,20,1.9,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: PAPEL TOALHA MULTIUSO CHEF FD/0012/UN,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'PAPEL TOALHA MULTIUSO CHEF FD/0012/UN' é Papel higiênico e papéis semelhantes, pasta (ouate) de celulose ou mantas de fibras de celulose, dos tipos utilizados para fins domésticos ou sanitários, em rolos de largura não superior a 36 cm, ou cortados em formas próprias; lenços, incluindo os de des   - Lenços, incluindo os de desmaquiar, e toalhas de mão",
gpt-4o-mini-2024-07-18,21,0.1,0.1,"Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: OMO SUPER CONCENTRADO 1,75L (6 UN)",,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'OMO SUPER CONCENTRADO 1,75L (6 UN)' é Sabões; produtos e preparações orgânicos tensoativos utilizados como sabão, em barras, pães, pedaços ou figuras moldadas, mesmo que contenham sabão; produtos e preparações orgânicos tensoativos para lavagem da pele, em forma de líquido ou de creme, acondi   - Produtos e preparações orgânicos tensoativos para lavagem da pele, em forma de líquido ou de creme, acondicionados para venda a retalho, mesmo que contenham sabão",
gpt-4o-mini-2024-07-18,21,0.1,0.5,"Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: OMO SUPER CONCENTRADO 1,75L (6 UN)",,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'OMO SUPER CONCENTRADO 1,75L (6 UN)' é Sabões; produtos e preparações orgânicos tensoativos utilizados como sabão, em barras, pães, pedaços ou figuras moldadas, mesmo que contenham sabão; produtos e preparações orgânicos tensoativos para lavagem da pele, em forma de líquido ou de creme, acondi   - Produtos e preparações orgânicos tensoativos para lavagem da pele, em forma de líquido ou de creme, acondicionados para venda a retalho, mesmo que contenham sabão",
gpt-4o-mini-2024-07-18,21,0.1,0.9,"Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: OMO SUPER CONCENTRADO 1,75L (6 UN)",,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'OMO SUPER CONCENTRADO 1,75L (6 UN)' é Sabões; produtos e preparações orgânicos tensoativos utilizados como sabão, em barras, pães, pedaços ou figuras moldadas, mesmo que contenham sabão; produtos e preparações orgânicos tensoativos para lavagem da pele, em forma de líquido ou de creme, acondi   - Produtos e preparações orgânicos tensoativos para lavagem da pele, em forma de líquido ou de creme, acondicionados para venda a retalho, mesmo que contenham sabão",
gpt-4o-mini-2024-07-18,21,1.0,0.1,"Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: OMO SUPER CONCENTRADO 1,75L (6 UN)",,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'OMO SUPER CONCENTRADO 1,75L (6 UN)' é Sabões; produtos e preparações orgânicos tensoativos utilizados como sabão, em barras, pães, pedaços ou figuras moldadas, mesmo que contenham sabão; produtos e preparações orgânicos tensoativos para lavagem da pele, em forma de líquido ou de creme, acondi   - Produtos e preparações orgânicos tensoativos para lavagem da pele, em forma de líquido ou de creme, acondicionados para venda a retalho, mesmo que contenham sabão",
gpt-4o-mini-2024-07-18,21,1.0,0.5,"Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: OMO SUPER CONCENTRADO 1,75L (6 UN)",,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'OMO SUPER CONCENTRADO 1,75L (6 UN)' é Sabões; produtos e preparações orgânicos tensoativos utilizados como sabão, em barras, pães, pedaços ou figuras moldadas, mesmo que contenham sabão; produtos e preparações orgânicos tensoativos para lavagem da pele, em forma de líquido ou de creme, acondi   - Produtos e preparações orgânicos tensoativos para lavagem da pele, em forma de líquido ou de creme, acondicionados para venda a retalho, mesmo que contenham sabão",
gpt-4o-mini-2024-07-18,21,1.0,0.9,"Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: OMO SUPER CONCENTRADO 1,75L (6 UN)",,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'OMO SUPER CONCENTRADO 1,75L (6 UN)' é Sabões; produtos e preparações orgânicos tensoativos utilizados como sabão, em barras, pães, pedaços ou figuras moldadas, mesmo que contenham sabão; produtos e preparações orgânicos tensoativos para lavagem da pele, em forma de líquido ou de creme, acondi   - Produtos e preparações orgânicos tensoativos para lavagem da pele, em forma de líquido ou de creme, acondicionados para venda a retalho, mesmo que contenham sabão",
gpt-4o-mini-2024-07-18,21,1.9,0.1,"Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: OMO SUPER CONCENTRADO 1,75L (6 UN)",,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'OMO SUPER CONCENTRADO 1,75L (6 UN)' é Sabões; produtos e preparações orgânicos tensoativos utilizados como sabão, em barras, pães, pedaços ou figuras moldadas, mesmo que contenham sabão; produtos e preparações orgânicos tensoativos para lavagem da pele, em forma de líquido ou de creme, acondi   - Produtos e preparações orgânicos tensoativos para lavagem da pele, em forma de líquido ou de creme, acondicionados para venda a retalho, mesmo que contenham sabão",
gpt-4o-mini-2024-07-18,21,1.9,0.5,"Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: OMO SUPER CONCENTRADO 1,75L (6 UN)",,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'OMO SUPER CONCENTRADO 1,75L (6 UN)' é Sabões; produtos e preparações orgânicos tensoativos utilizados como sabão, em barras, pães, pedaços ou figuras moldadas, mesmo que contenham sabão; produtos e preparações orgânicos tensoativos para lavagem da pele, em forma de líquido ou de creme, acondi   - Produtos e preparações orgânicos tensoativos para lavagem da pele, em forma de líquido ou de creme, acondicionados para venda a retalho, mesmo que contenham sabão",
gpt-4o-mini-2024-07-18,21,1.9,0.9,"Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: OMO SUPER CONCENTRADO 1,75L (6 UN)",,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'OMO SUPER CONCENTRADO 1,75L (6 UN)' é Sabões; produtos e preparações orgânicos tensoativos utilizados como sabão, em barras, pães, pedaços ou figuras moldadas, mesmo que contenham sabão; produtos e preparações orgânicos tensoativos para lavagem da pele, em forma de líquido ou de creme, acondi   - Produtos e preparações orgânicos tensoativos para lavagem da pele, em forma de líquido ou de creme, acondicionados para venda a retalho, mesmo que contenham sabão",
gpt-4o-mini-2024-07-18,22,0.1,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: AB KING EDT 100ML VP+A/B 100ML,,A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'AB KING EDT 100ML VP+A/B 100ML' é Perfumes e águas-de-colônia. Águas-de-colônia,
gpt-4o-mini-2024-07-18,22,0.1,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: AB KING EDT 100ML VP+A/B 100ML,,A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'AB KING EDT 100ML VP+A/B 100ML' é Perfumes e águas-de-colônia. Águas-de-colônia,
gpt-4o-mini-2024-07-18,22,0.1,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: AB KING EDT 100ML VP+A/B 100ML,,A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'AB KING EDT 100ML VP+A/B 100ML' é Perfumes e águas-de-colônia. Águas-de-colônia,
gpt-4o-mini-2024-07-18,22,1.0,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: AB KING EDT 100ML VP+A/B 100ML,,A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'AB KING EDT 100ML VP+A/B 100ML' é Perfumes e águas-de-colônia. Águas-de-colônia,
gpt-4o-mini-2024-07-18,22,1.0,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: AB KING EDT 100ML VP+A/B 100ML,,A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'AB KING EDT 100ML VP+A/B 100ML' é Perfumes e águas-de-colônia. Águas-de-colônia,
gpt-4o-mini-2024-07-18,22,1.0,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: AB KING EDT 100ML VP+A/B 100ML,,A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'AB KING EDT 100ML VP+A/B 100ML' é Perfumes e águas-de-colônia. Águas-de-colônia,
gpt-4o-mini-2024-07-18,22,1.9,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: AB KING EDT 100ML VP+A/B 100ML,,A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'AB KING EDT 100ML VP+A/B 100ML' é Perfumes e águas-de-colônia. Águas-de-colônia,
gpt-4o-mini-2024-07-18,22,1.9,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: AB KING EDT 100ML VP+A/B 100ML,,A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'AB KING EDT 100ML VP+A/B 100ML' é Perfumes e águas-de-colônia. Águas-de-colônia,
gpt-4o-mini-2024-07-18,22,1.9,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: AB KING EDT 100ML VP+A/B 100ML,,A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'AB KING EDT 100ML VP+A/B 100ML' é Perfumes e águas-de-colônia. Águas-de-colônia,
gpt-4o-mini-2024-07-18,23,0.1,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BIOSOURCE EAU MICELL TTP FL200ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'BIOSOURCE EAU MICELL TTP FL200ML' é Produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluindo as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros. - Outros: -- Outros Cremes de beleza e cremes nutritivos; loções tônicas",
gpt-4o-mini-2024-07-18,23,0.1,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BIOSOURCE EAU MICELL TTP FL200ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'BIOSOURCE EAU MICELL TTP FL200ML' é Produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluindo as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros. - Outros: -- Outros Cremes de beleza e cremes nutritivos; loções tônicas",
gpt-4o-mini-2024-07-18,23,0.1,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BIOSOURCE EAU MICELL TTP FL200ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'BIOSOURCE EAU MICELL TTP FL200ML' é Produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluindo as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros. - Outros: -- Outros Cremes de beleza e cremes nutritivos; loções tônicas",
gpt-4o-mini-2024-07-18,23,1.0,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BIOSOURCE EAU MICELL TTP FL200ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'BIOSOURCE EAU MICELL TTP FL200ML' é Produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluindo as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros. - Outros: -- Outros Cremes de beleza e cremes nutritivos; loções tônicas",
gpt-4o-mini-2024-07-18,23,1.0,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BIOSOURCE EAU MICELL TTP FL200ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'BIOSOURCE EAU MICELL TTP FL200ML' é Produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluindo as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros. - Outros: -- Outros Cremes de beleza e cremes nutritivos; loções tônicas",
gpt-4o-mini-2024-07-18,23,1.0,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BIOSOURCE EAU MICELL TTP FL200ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'BIOSOURCE EAU MICELL TTP FL200ML' é Produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluindo as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros. - Outros: -- Outros Cremes de beleza e cremes nutritivos; loções tônicas",
gpt-4o-mini-2024-07-18,23,1.9,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BIOSOURCE EAU MICELL TTP FL200ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'BIOSOURCE EAU MICELL TTP FL200ML' é Produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluindo as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros. - Outros: -- Outros Cremes de beleza e cremes nutritivos; loções tônicas",
gpt-4o-mini-2024-07-18,23,1.9,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BIOSOURCE EAU MICELL TTP FL200ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'BIOSOURCE EAU MICELL TTP FL200ML' é Produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluindo as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros. - Outros: -- Outros Cremes de beleza e cremes nutritivos; loções tônicas",
gpt-4o-mini-2024-07-18,23,1.9,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BIOSOURCE EAU MICELL TTP FL200ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'BIOSOURCE EAU MICELL TTP FL200ML' é Produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluindo as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros. - Outros: -- Outros Cremes de beleza e cremes nutritivos; loções tônicas",
gpt-4o-mini-2024-07-18,24,0.1,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: ABSV O.B ORIGINAL 10UN MEDIO+PORTA OB CJ-12-UN,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'ABSV O.B ORIGINAL 10UN MEDIO+PORTA OB CJ-12-UN' é Absorventes e tampões higiênicos, cueiros e fraldas para bebês e artigos higiênicos semelhantes, de qualquer matéria.",
gpt-4o-mini-2024-07-18,24,0.1,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: ABSV O.B ORIGINAL 10UN MEDIO+PORTA OB CJ-12-UN,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'ABSV O.B ORIGINAL 10UN MEDIO+PORTA OB CJ-12-UN' é Absorventes e tampões higiênicos, cueiros e fraldas para bebês e artigos higiênicos semelhantes, de qualquer matéria.",
gpt-4o-mini-2024-07-18,24,0.1,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: ABSV O.B ORIGINAL 10UN MEDIO+PORTA OB CJ-12-UN,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'ABSV O.B ORIGINAL 10UN MEDIO+PORTA OB CJ-12-UN' é Absorventes e tampões higiênicos, cueiros e fraldas para bebês e artigos higiênicos semelhantes, de qualquer matéria.",
gpt-4o-mini-2024-07-18,24,1.0,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: ABSV O.B ORIGINAL 10UN MEDIO+PORTA OB CJ-12-UN,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'ABSV O.B ORIGINAL 10UN MEDIO+PORTA OB CJ-12-UN' é Absorventes e tampões higiênicos, cueiros e fraldas para bebês e artigos higiênicos semelhantes, de qualquer matéria.",
gpt-4o-mini-2024-07-18,24,1.0,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: ABSV O.B ORIGINAL 10UN MEDIO+PORTA OB CJ-12-UN,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'ABSV O.B ORIGINAL 10UN MEDIO+PORTA OB CJ-12-UN' é Absorventes e tampões higiênicos, cueiros e fraldas para bebês e artigos higiênicos semelhantes, de qualquer matéria.",
gpt-4o-mini-2024-07-18,24,1.0,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: ABSV O.B ORIGINAL 10UN MEDIO+PORTA OB CJ-12-UN,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'ABSV O.B ORIGINAL 10UN MEDIO+PORTA OB CJ-12-UN' é Absorventes e tampões higiênicos, cueiros e fraldas para bebês e artigos higiênicos semelhantes, de qualquer matéria.",
gpt-4o-mini-2024-07-18,24,1.9,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: ABSV O.B ORIGINAL 10UN MEDIO+PORTA OB CJ-12-UN,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'ABSV O.B ORIGINAL 10UN MEDIO+PORTA OB CJ-12-UN' é Absorventes e tampões higiênicos, cueiros e fraldas para bebês e artigos higiênicos semelhantes, de qualquer matéria.",
